Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Broker_Status__c,Broker_Tier__c,Employment_Status_Borrower_2__c,Employment_Status__c,Mortgage_Position__c,Mortgage_Purpose__c,Occupancy_Type__c,Property_Type__c,Stage__c,Amount__c,Client_Risk_Rating__c,Credit_Score_Borrower_2__c,Credit_Score__c,Current_Term_In_Months__c,Global_Debt_Servicing_Ratio__c,Interest_Rate__c,Loan_Id__c,Loan_To_Value__c,Self_Employed__c,Total_Debt_Servicing_Ratio__c
a00QL00000DNhijYAD,005QL00000BrRBpYAN,,Loan-0000000676,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Deactivated,Non Key Account,Commissions,Contract,2,Purchase,Owner,Row,Declined,1488722,5,821,607,5,36.3,5.89,a006g000002FCgPAAW,31,,97.6
a00QL00000DNhikYAD,005QL00000BrRBpYAN,,Loan-0000000677,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Hourly,Hourly,2,Equity Takeout,Rent To Own,Apartment Low Rise,Declined,1369120,2,900,437,51,6.3,4.13,a006g000002FCgQAAW,43,,8.8
a00QL00000DNhilYAD,005QL00000BrRBpYAN,,Loan-0000000678,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Self-employed,Contract,3,Purchase Rent to Own,Rental,Semi-detached,Declined,966605,3,655,631,3,18.7,8.49,a006g000002FCgRAAW,29,,46.9
a00QL00000DNhimYAD,005QL00000BrRBpYAN,,Loan-0000000679,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Pension,Self-employed,2,Purchase,Owner,Single,Declined,778246,4,729,712,17,26.1,4.23,a006g000002FCgSAAW,13,1,26.7
a00QL00000DNhinYAD,005QL00000BrRBpYAN,,Loan-0000000680,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Salary,Contract,3,Refinance for Debt Consolidation,Rent To Own,Single,Declined,431668,4,752,587,35,27.8,9.18,a006g000002FCgTAAW,59,,67.5
a00QL00000DNhioYAD,005QL00000BrRBpYAN,,Loan-0000000681,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Hourly,Pension,3,Purchase,Rent To Own,Row,Declined,106334,5,748,736,49,91.6,7.94,a006g000002FCgUAAW,20,,95.2
a00QL00000DNhipYAD,005QL00000BrRBpYAN,,Loan-0000000682,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Pension,Hourly,3,Purchase Rent to Own,Owner,Single,Approved,835684,1,835,575,33,65.5,5.92,a006g000002FCgVAAW,56,,87.9
a00QL00000DNhiqYAD,005QL00000BrRBpYAN,,Loan-0000000683,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Salary,Hourly,1,Purchase,Owner,Row,Declined,304318,2,663,471,9,54.4,8.76,a006g000002FCgWAAW,5,,85.4
a00QL00000DNhirYAD,005QL00000BrRBpYAN,,Loan-0000000684,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Key Account,Commissions,Hourly,2,Equity Takeout,Owner,Apartment Low Rise,Declined,1435494,3,492,509,28,61.1,5.75,a006g000002FCgXAAW,14,,84
a00QL00000DNhisYAD,005QL00000BrRBpYAN,,Loan-0000000685,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Pension,Salary,2,Purchase Rent to Own,Rental,Apartment High Rise,Declined,860416,4,754,543,58,11,4.3,a006g000002FCgYAAW,36,,99.1
a00QL00000DNhitYAD,005QL00000BrRBpYAN,,Loan-0000000686,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Other,Contract,3,Refinance,Rent To Own,Row,Declined,719602,5,665,866,58,86.3,4.14,a006g000002FCgZAAW,6,,94.9
a00QL00000DNhiuYAD,005QL00000BrRBpYAN,,Loan-0000000687,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Hourly,Pension,1,Refinance,Rental,Single,Approved,486707,4,759,694,1,64.1,4.67,a006g000002FCgaAAG,54,,96.6
a00QL00000DNhivYAD,005QL00000BrRBpYAN,,Loan-0000000688,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Deactivated,Key Account,Salary,Salary,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,Declined,1005414,3,594,435,51,48.9,4.13,a006g000002FCgbAAG,44,,53
a00QL00000DNhiwYAD,005QL00000BrRBpYAN,,Loan-0000000689,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Key Account,Commissions,Self-employed,1,Equity Takeout,Rent To Own,Single,Declined,1414764,4,580,636,39,75.3,6.98,a006g000002FCgcAAG,13,1,89.7
a00QL00000DNhixYAD,005QL00000BrRBpYAN,,Loan-0000000690,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Other,Salary,1,Refinance,Rent To Own,Apartment High Rise,Declined,540323,2,721,868,25,58.2,7.4,a006g000002FCgdAAG,76,,59.7
a00QL00000DNhiyYAD,005QL00000BrRBpYAN,,Loan-0000000691,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Deactivated,Key Account,Self-employed,Commissions,1,Refinance for Debt Consolidation,Rental,Row,Approved,247409,5,470,811,19,44.8,7.91,a006g000002FCgeAAG,57,,99.3
a00QL00000DNhizYAD,005QL00000BrRBpYAN,,Loan-0000000692,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Self-employed,Hourly,1,Refinance,Rental,Apartment Low Rise,Declined,1125014,3,789,608,51,85.6,4.4,a006g000002FCgfAAG,30,,94.1
a00QL00000DNhj0YAD,005QL00000BrRBpYAN,,Loan-0000000693,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Salary,Self-employed,2,Refinance for Debt Consolidation,Rent To Own,Row,Declined,1009965,2,789,463,2,51,9.93,a006g000002FCggAAG,46,1,96.8
a00QL00000DNhj1YAD,005QL00000BrRBpYAN,,Loan-0000000694,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Hourly,Self-employed,2,Refinance,Owner,Row,Declined,726321,2,629,449,46,51.6,6.76,a006g000002FCghAAG,13,1,82.1
a00QL00000DNhj2YAD,005QL00000BrRBpYAN,,Loan-0000000695,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Hourly,Other,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,Declined,584039,3,558,892,2,94.8,9.3,a006g000002FCgiAAG,53,,98.5
a00QL00000DNhj3YAD,005QL00000BrRBpYAN,,Loan-0000000696,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Deactivated,Non Key Account,Commissions,Contract,1,Refinance,Rental,Semi-detached,Declined,1046310,4,788,878,12,4.2,5.4,a006g000002FCgjAAG,23,,29.3
a00QL00000DNhj4YAD,005QL00000BrRBpYAN,,Loan-0000000697,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Contract,Contract,2,Equity Takeout,Rent To Own,Row,Declined,1375003,4,400,817,60,73.4,6.92,a006g000002FCgkAAG,31,,75.7
a00QL00000DNhj5YAD,005QL00000BrRBpYAN,,Loan-0000000698,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Key Account,Self-employed,Hourly,1,Equity Takeout,Rental,Single,Declined,1384775,4,776,653,48,33.3,9.71,a006g000002FCglAAG,8,,40.8
a00QL00000DNhj6YAD,005QL00000BrRBpYAN,,Loan-0000000699,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Contract,Pension,3,Refinance,Rental,Row,Approved,554994,2,438,420,2,14.4,8.04,a006g000002FCgmAAG,21,,36.5
a00QL00000DNhj7YAD,005QL00000BrRBpYAN,,Loan-0000000700,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Deactivated,Key Account,Commissions,Other,3,Refinance,Rent To Own,Apartment High Rise,Declined,1379411,4,799,698,2,37.3,8.29,a006g000002FCgnAAG,57,,64.1
a00QL00000DNhj8YAD,005QL00000BrRBpYAN,,Loan-0000000701,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Commissions,Contract,2,Purchase,Rent To Own,Semi-detached,Declined,990501,5,541,826,49,17.5,4.27,a006g000002FCgoAAG,73,,50.3
a00QL00000DNhj9YAD,005QL00000BrRBpYAN,,Loan-0000000702,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Key Account,Salary,Other,1,Refinance,Rent To Own,Apartment High Rise,Declined,1071081,4,868,787,58,98.4,8.35,a006g000002FCgpAAG,51,,99.8
a00QL00000DNhjAYAT,005QL00000BrRBpYAN,,Loan-0000000703,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Hourly,Commissions,2,Refinance,Owner,Apartment Low Rise,Declined,970167,1,692,571,30,4.7,9.17,a006g000002FCgqAAG,38,,28.9
a00QL00000DNhjBYAT,005QL00000BrRBpYAN,,Loan-0000000704,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Salary,Salary,3,Equity Takeout,Rent To Own,Apartment High Rise,Declined,1244984,4,664,790,14,82.4,9.61,a006g000002FCgrAAG,30,,84.3
a00QL00000DNhjCYAT,005QL00000BrRBpYAN,,Loan-0000000705,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Other,Pension,2,Purchase,Owner,Single,Declined,1317094,4,446,520,57,98.6,4.93,a006g000002FCgsAAG,10,,99.9
a00QL00000DNhjDYAT,005QL00000BrRBpYAN,,Loan-0000000706,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Pension,Commissions,3,Equity Takeout,Rent To Own,Apartment High Rise,Declined,400467,4,503,847,33,83.7,6.72,a006g000002FCgtAAG,15,,91.1
a00QL00000DNhjEYAT,005QL00000BrRBpYAN,,Loan-0000000707,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Hourly,Other,1,Refinance for Debt Consolidation,Rental,Semi-detached,Declined,1432279,3,786,540,9,16.7,9.07,a006g000002FCguAAG,9,,99.2
a00QL00000DNhjFYAT,005QL00000BrRBpYAN,,Loan-0000000708,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Hourly,Salary,2,Purchase,Owner,Row,Approved,245495,3,580,710,59,39.6,5.31,a006g000002FCgvAAG,9,,94.3
a00QL00000DNhjGYAT,005QL00000BrRBpYAN,,Loan-0000000709,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Hourly,Pension,2,Equity Takeout,Rental,Semi-detached,Declined,263196,5,713,869,52,65.6,7.77,a006g000002FCgwAAG,34,,79.5
a00QL00000DNhjHYAT,005QL00000BrRBpYAN,,Loan-0000000710,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Other,Self-employed,1,Equity Takeout,Owner,Apartment High Rise,Declined,473573,1,586,820,11,26.6,4.66,a006g000002FCgxAAG,18,1,45.3
a00QL00000DNhjIYAT,005QL00000BrRBpYAN,,Loan-0000000711,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Key Account,Salary,Pension,3,Refinance,Owner,Apartment Low Rise,Approved,224516,5,744,646,19,87.4,4.7,a006g000002FCgyAAG,24,,97.2
a00QL00000DNhjJYAT,005QL00000BrRBpYAN,,Loan-0000000712,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Key Account,Pension,Hourly,3,Purchase,Owner,Apartment Low Rise,Declined,622723,3,546,672,15,70.3,4.07,a006g000002FCgzAAG,20,,72.7
a00QL00000DNhjKYAT,005QL00000BrRBpYAN,,Loan-0000000713,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Self-employed,Hourly,2,Refinance,Owner,Apartment High Rise,Approved,476429,4,844,772,11,65.8,8.51,a006g000002FCh0AAG,23,,85.9
a00QL00000DNhjLYAT,005QL00000BrRBpYAN,,Loan-0000000714,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Self-employed,Other,1,Purchase,Rental,Single,Declined,1133794,3,489,517,53,0,7.87,a006g000002FCh1AAG,30,,49.5
a00QL00000DNhjMYAT,005QL00000BrRBpYAN,,Loan-0000000715,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Self-employed,Contract,2,Refinance,Owner,Semi-detached,Approved,859469,1,599,521,16,67.4,9.99,a006g000002FCh2AAG,12,,80.9
a00QL00000DNhjNYAT,005QL00000BrRBpYAN,,Loan-0000000716,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Other,Other,2,Purchase Rent to Own,Rental,Row,Declined,1399322,3,773,599,5,1.7,9,a006g000002FCh3AAG,20,,77.2
a00QL00000DNhjOYAT,005QL00000BrRBpYAN,,Loan-0000000717,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Pension,Commissions,1,Purchase Rent to Own,Owner,Apartment Low Rise,Approved,921653,2,720,675,47,6.2,7.89,a006g000002FCh4AAG,58,,27.3
a00QL00000DNhjPYAT,005QL00000BrRBpYAN,,Loan-0000000718,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Hourly,Hourly,3,Equity Takeout,Owner,Apartment Low Rise,Declined,438844,3,543,749,54,69.9,5.12,a006g000002FCh5AAG,33,,80.6
a00QL00000DNhjQYAT,005QL00000BrRBpYAN,,Loan-0000000719,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Salary,Self-employed,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,Declined,892477,6,583,828,59,92,4.45,a006g000002FCh6AAG,11,1,99
a00QL00000DNhjRYAT,005QL00000BrRBpYAN,,Loan-0000000720,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Hourly,Pension,1,Refinance for Debt Consolidation,Rent To Own,Apartment High Rise,Declined,951228,5,414,516,4,85.3,4.73,a006g000002FCh7AAG,69,,96.2
a00QL00000DNhjSYAT,005QL00000BrRBpYAN,,Loan-0000000721,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Contract,Other,3,Refinance,Rent To Own,Semi-detached,Declined,656028,4,783,543,41,9.9,7.36,a006g000002FCh8AAG,22,,50.8
a00QL00000DNhjTYAT,005QL00000BrRBpYAN,,Loan-0000000722,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Deactivated,Key Account,Hourly,Commissions,1,Refinance,Rent To Own,Semi-detached,Approved,1012359,4,523,739,60,94.2,7.04,a006g000002FCh9AAG,37,,98.9
a00QL00000DNhjUYAT,005QL00000BrRBpYAN,,Loan-0000000723,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Hourly,Other,1,Equity Takeout,Rent To Own,Semi-detached,Declined,1259303,4,643,583,16,71.7,6.64,a006g000002FChAAAW,66,,77.6
a00QL00000DNhjVYAT,005QL00000BrRBpYAN,,Loan-0000000724,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Key Account,Self-employed,Self-employed,1,Equity Takeout,Rent To Own,Apartment Low Rise,Declined,325482,3,635,506,57,1.3,6.73,a006g000002FChBAAW,25,1,29.7
a00QL00000DNhjWYAT,005QL00000BrRBpYAN,,Loan-0000000725,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Pension,Hourly,1,Equity Takeout,Owner,Apartment Low Rise,Declined,1127734,3,822,582,38,66.5,5.5,a006g000002FChCAAW,23,,85.3
a00QL00000DNhjXYAT,005QL00000BrRBpYAN,,Loan-0000000726,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Pension,Self-employed,1,Refinance,Owner,Single,Declined,543531,4,441,834,51,7.5,8.89,a006g000002FChDAAW,46,1,26.9
a00QL00000DNhjYYAT,005QL00000BrRBpYAN,,Loan-0000000727,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Other,Salary,2,Refinance,Rent To Own,Semi-detached,Declined,1123660,4,516,786,22,84,6.73,a006g000002FChEAAW,11,,91
a00QL00000DNhjZYAT,005QL00000BrRBpYAN,,Loan-0000000728,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Commissions,Pension,1,Purchase Rent to Own,Rental,Apartment High Rise,Declined,904546,4,614,581,23,92.5,5.98,a006g000002FChFAAW,24,,95.7
a00QL00000DNhjaYAD,005QL00000BrRBpYAN,,Loan-0000000729,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Self-employed,Hourly,1,Refinance,Rent To Own,Apartment Low Rise,Approved,309940,2,400,728,22,8.3,9.03,a006g000002FChGAAW,64,,65.5
a00QL00000DNhjbYAD,005QL00000BrRBpYAN,,Loan-0000000730,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Pension,Contract,3,Purchase Rent to Own,Owner,Row,Declined,223673,4,576,661,18,10.1,5.95,a006g000002FChHAAW,50,,83.2
a00QL00000DNhjcYAD,005QL00000BrRBpYAN,,Loan-0000000731,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Salary,Self-employed,2,Purchase Rent to Own,Owner,Semi-detached,Declined,1414431,4,665,672,0,25.9,7.52,a006g000002FChIAAW,43,1,41.9
a00QL00000DNhjdYAD,005QL00000BrRBpYAN,,Loan-0000000732,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Deactivated,Non Key Account,Contract,Hourly,3,Purchase,Rent To Own,Apartment Low Rise,Declined,1323501,6,741,455,6,98,9.46,a006g000002FChJAAW,21,,99.3
a00QL00000DNhjeYAD,005QL00000BrRBpYAN,,Loan-0000000733,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Salary,Salary,3,Purchase Rent to Own,Owner,Apartment High Rise,Declined,535321,4,566,526,9,97.4,4.93,a006g000002FChKAAW,77,,99.3
a00QL00000DNhjfYAD,005QL00000BrRBpYAN,,Loan-0000000734,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Salary,Other,1,Refinance for Debt Consolidation,Rental,Row,Declined,548221,3,802,537,49,13.9,5.56,a006g000002FChLAAW,33,,85.3
a00QL00000DNhjgYAD,005QL00000BrRBpYAN,,Loan-0000000735,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Pension,Salary,3,Equity Takeout,Rental,Row,Declined,295538,3,574,538,51,49.9,9.31,a006g000002FChMAAW,13,,91.1
a00QL00000DNhjhYAD,005QL00000BrRBpYAN,,Loan-0000000736,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Contract,Contract,3,Purchase Rent to Own,Owner,Apartment Low Rise,Approved,270499,5,862,814,44,56.1,7.55,a006g000002FChNAAW,73,,60.8
a00QL00000DNhjiYAD,005QL00000BrRBpYAN,,Loan-0000000737,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Non Key Account,Self-employed,Salary,2,Purchase,Owner,Apartment High Rise,Declined,1218884,3,612,667,51,99.3,5,a006g000002FChOAAW,10,,99.7
a00QL00000DNhjjYAD,005QL00000BrRBpYAN,,Loan-0000000738,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Self-employed,Pension,1,Refinance,Rent To Own,Single,Declined,1071135,3,883,535,50,79.6,4.13,a006g000002FChPAAW,11,,95.5
a00QL00000DNhjkYAD,005QL00000BrRBpYAN,,Loan-0000000739,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Commissions,Self-employed,3,Purchase,Owner,Semi-detached,Approved,743221,4,470,710,16,41,8.45,a006g000002FChQAAW,49,1,73.8
a00QL00000DNhjlYAD,005QL00000BrRBpYAN,,Loan-0000000740,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Watch List,Non Key Account,Pension,Hourly,3,Purchase Rent to Own,Owner,Apartment Low Rise,Declined,1143647,2,591,814,22,41.1,6,a006g000002FChRAAW,43,,42.3
a00QL00000DNhjmYAD,005QL00000BrRBpYAN,,Loan-0000000741,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:29.000+0000,,,Approved,Key Account,Pension,Commissions,1,Refinance for Debt Consolidation,Rent To Own,Semi-detached,Declined,1148090,5,813,566,0,30.8,4.31,a006g000002FChSAAW,22,,31.3
